path,label
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/40.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/369.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/824.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/420.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/282.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/996.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/304.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/86.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/212.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/722.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/172.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/167.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/401.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/453.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/606.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/9.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/140.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/520.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/238.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/210.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/320.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/188.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/43.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/303.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/19.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/101.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/262.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/296.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/360.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/951.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/726.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/638.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/241.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/390.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/294.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/275.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/347.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/350.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/74.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/413.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/32.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/326.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/207.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/93.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/48.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/438.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/613.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/641.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/123.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/736.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/23.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/170.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/23.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/656.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/244.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/884.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/194.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/134.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/593.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/106.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/273.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/403.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/174.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/322.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/274.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/51.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/372.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/239.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/182.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/362.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/258.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/87.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/800.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/8.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/841.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/302.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/302.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/17.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/359.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/35.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/10.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/190.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/810.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/118.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/418.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/285.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/285.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/443.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/379.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/288.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/314.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/971.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/81.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/123.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/453.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/1006.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/338.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/184.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/93.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/324.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/124.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/489.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/62.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/486.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/657.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/550.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/833.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/323.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/207.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/151.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/861.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/155.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/327.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/75.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/57.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/352.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/739.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/91.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/340.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/50.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/973.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/53.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/166.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/533.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/382.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/346.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/354.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/293.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/307.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/691.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/544.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/660.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/444.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/209.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/84.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/253.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/216.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/237.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/102.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/30.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/28.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/122.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/850.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/407.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/54.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/338.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/295.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/185.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/189.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/472.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/158.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/424.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/955.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/20.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/none/164.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/150.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/774.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/500.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/553.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/400.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/195.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/354.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/377.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/509.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/295.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/384.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/427.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/109.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/30.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/218.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/206.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/130.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/933.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/329.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/442.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/896.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/415.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/504.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/20.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/287.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/338.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/349.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/568.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/300.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/207.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/27.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/108.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/288.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/75.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/554.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/128.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/327.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/145.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/365.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/1021.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/417.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/114.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/77.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/441.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/90.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/671.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/79.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/313.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/129.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/321.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/586.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/222.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/328.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/273.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/943.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/555.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/105.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/54.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/226.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/531.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/549.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/83.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/234.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/243.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/162.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/455.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/17.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/617.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/538.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/413.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/484.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/46.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/59.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/585.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/407.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/15.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/626.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/515.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/96.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/281.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/251.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/5.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/none/80.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/65.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/495.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/111.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/175.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/153.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/983.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/419.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/96.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/91.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/459.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/871.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/217.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/359.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/98.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/56.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/none/36.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/469.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/86.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/957.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/449.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/287.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/389.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/146.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/299.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/793.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/81.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/ribosome/59.png,5
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/44.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/3.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/949.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/307.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/944.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/75.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/55.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/30.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/771.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/846.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/4.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/227.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/402.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/89.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/176.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/113.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/none/44.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/142.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/56.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/211.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/90.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/373.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/358.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/350.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/55.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/189.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/16.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/698.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/227.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/235.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/85.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/57.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/136.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/196.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/TRiC/65.png,0
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/569.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/968.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/none/51.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/186.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/45.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/14.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/346.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/334.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/433.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/none/3.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/994.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/239.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/306.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/126.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/988.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/465.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/62.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/283.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/none/56.png,2
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/619.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/376.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/1039.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/290.png,3
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_s/303.png,4
/shared/u/xiangruz/classification/experimental/Qiang/images/membrane/10.png,1
/shared/u/xiangruz/classification/experimental/Qiang/images/proteasome_d/851.png,3
